PortNumber,AccNumber,LocNumber,CountryCode,PostalCode,OccupancyCode,ConstructionCode,LocCurrency,LocPerilsCovered,LocPeril,BuildingTIV,OtherTIV,ContentsTIV,BITIV,LocLimit1Building,LocLimit2Other,LocLimit3Contents,LocLimit4BI,LocDed1Building,LocDed2Other,LocDed3Contents,LocDed4BI,LocLimit6All,LocDed6All,LocDedType1Building,LocDedType2Other,LocDedType3Contents,LocDedType4BI,LocDedType6All,LocLimitType1Building,LocLimitType2Other,LocLimitType3Contents,LocLimitType4BI,LocLimitType6All
Complex_10k,3,2795,UK,MK42 9UT,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2796,UK,CA25 5PF,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2797,UK,TN23 4NQ,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2798,UK,SW15 1RR,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2799,UK,BA1 2LJ,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2800,UK,CW9 6JL,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2801,UK,IV25 3PS,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2802,UK,KA19 7QT,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2803,UK,PR9 9FB,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2804,UK,KT13 8HR,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2805,UK,EX5 5DR,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2806,UK,SY23 5BS,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2807,UK,G64 2TB,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2808,UK,EH21 7ER,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2809,UK,NW7 2HX,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2810,UK,PL9 0DN,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2811,UK,TQ12 6PH,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2812,UK,HU5 5JA,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2813,UK,OL8 2DD,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2814,UK,TS6 6QP,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2815,UK,RH1 6LR,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2816,UK,GL17 9DL,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2817,UK,BN3 5LA,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2818,UK,M30 0YB,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2819,UK,RH10 6RS,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2820,UK,PR25 4HU,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2821,UK,WR4 0DQ,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2822,UK,W11 3JY,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2823,UK,W11 1NN,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2824,UK,NN15 6XH,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2825,UK,PH1 1BZ,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2826,UK,BH9 3HX,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2827,UK,OX11 9AF,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2828,UK,S42 6QX,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2829,UK,LL21 9BL,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2830,UK,RH15 0HH,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2831,UK,LA9 4JP,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2832,UK,OX9 2BY,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2833,UK,IP32 6BE,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2834,UK,KA14 3AS,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2835,UK,BA22 8DE,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2836,UK,LS10 4PS,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2837,UK,WR9 8SW,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2838,UK,BH12 2LL,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2839,UK,OX33 1UA,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2840,UK,SY5 0XD,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2841,UK,WR6 6TD,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2842,UK,SY15 6RU,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2843,UK,MK42 7BH,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2844,UK,TR18 5ED,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2845,UK,WR2 5DT,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2846,UK,PO32 6EH,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2847,UK,TS4 3BT,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2848,UK,IV19 1QW,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2849,UK,L16 8PA,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2850,UK,SE1 2XW,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2851,UK,ST4 9TL,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2852,UK,SO45 1FT,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2853,UK,DY1 2GZ,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2854,UK,SW11 5RY,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2855,UK,PR1 1UH,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2856,UK,IP22 4JL,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2857,UK,S8 0YH,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2858,UK,TW10 7SD,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2859,UK,BD22 8EU,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2860,UK,CM12 9BE,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2861,UK,GL14 2HQ,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2862,UK,SO15 3DG,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2863,UK,M8 4HH,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2864,UK,G20 2BY,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2865,UK,YO12 5JR,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2866,UK,BD1 4DY,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2867,UK,CA7 3QY,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2868,UK,SA17 5LT,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2869,UK,PL19 0SB,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2870,UK,TN38 0LU,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2871,UK,SY13 1JX,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2872,UK,SN38 3TL,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2873,UK,N20 0FW,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2874,UK,L21 7PT,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2875,UK,CB1 1PA,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2876,UK,NR2 2BX,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2877,UK,CV2 3NA,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2878,UK,CM18 7EG,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2879,UK,BN99 8LA,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2880,UK,PO3 5EF,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2881,UK,E8 4BL,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2882,UK,DL1 4QR,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2883,UK,OL7 9AY,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2884,UK,M45 8PA,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2885,UK,CM19 5JS,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2886,UK,L21 7AB,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2887,UK,GU52 8QX,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2888,UK,PE2 7DQ,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2889,UK,BA20 1TQ,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2890,UK,BB5 0RZ,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2891,UK,E4 7NH,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2892,UK,PH34 4EJ,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2893,UK,HP3 0LE,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2894,UK,DD10 8PJ,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2895,UK,BD3 0PL,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2896,UK,NG24 2DR,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2897,UK,WR5 3UZ,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2898,UK,CH63 6JB,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2899,UK,BS40 5YE,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2900,UK,BB8 7LG,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2901,UK,TW18 2BD,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2902,UK,S25 1ZY,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2903,UK,OL9 6NP,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2904,UK,DD5 3BB,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2905,UK,S75 6GW,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2906,UK,YO25 9BG,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2907,UK,CB24 3US,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2908,UK,EX4 1FJ,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2909,UK,KT3 6AR,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2910,UK,AB41 9GW,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2911,UK,SL1 0ZJ,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2912,UK,KA12 9ED,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2913,UK,PH1 2HE,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2914,UK,LS27 0JD,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2915,UK,IP26 4BZ,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2916,UK,BN27 2LU,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2917,UK,RH10 1WE,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2918,UK,NW5 1DT,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2919,UK,BT25 1AS,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2920,UK,GU10 3BL,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2921,UK,L12 8SU,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2922,UK,GL8 8UT,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2923,UK,EC2A 3NF,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2924,UK,G61 4RR,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2925,UK,BS20 6AG,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2926,UK,IP30 0LJ,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2927,UK,SK6 5JW,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2928,UK,TN31 6BG,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2929,UK,LS29 0LB,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2930,UK,DN32 9FD,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2931,UK,YO13 9BN,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2932,UK,TF11 8RQ,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2933,UK,PE2 9JG,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2934,UK,PH15 2AQ,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2935,UK,B63 4QS,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
Complex_10k,3,2936,UK,PL26 8BH,1000,5000,GBP,ORF,ORF,100000,1000,10000,0,75000,750,7500,0,1000,100,500,0,100000,250,0,0,0,0,0,0,0,0,0,0
