PortNumber,AccNumber,PolNumber,PolPerilsCovered,AccCurrency,PolDed6All,PolPeril,PolDedType6All,LayerNumber,LayerAttachment,LayerLimit,LayerParticipation
Complex_100k,35,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,36,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,37,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,38,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,39,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,40,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,41,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,42,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,43,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,44,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,45,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,46,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,47,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,48,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,49,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,50,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,51,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,52,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,53,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,54,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,55,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,56,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,57,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,58,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,59,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,60,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,61,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,62,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,63,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,64,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,65,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,66,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,67,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,68,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,69,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,70,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,71,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,72,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,73,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,74,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,75,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,76,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,77,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,78,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,79,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,80,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,81,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,82,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,83,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,84,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,85,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,86,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,87,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,88,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,89,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,90,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,91,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,92,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,93,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,94,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,95,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,96,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,97,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
Complex_100k,98,4,ORF,GBP,400000,ORF,0,4,30000000,10000000,0.5
